ID,Question,Confidence Question (AI),Confidence Question (Manual),Réponses Proposées,Confidence Réponses Proposées (AI),Confidence Réponses Proposées (Manual),Réponse Vraie,Confidence Réponse Vraie (AI),Confidence Réponse Vraie (Manual)
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_mol_0,Quelle est la DCI (Dénomination Commune Internationale) de HNF ?,7.5,,Moléculaires | K | Fractionnées | Directs,4.5,,Moléculaires,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_mol_1,Quelle est la DCI (Dénomination Commune Internationale) de HBPM ?,7.5,,Fractionnées | Moléculaires | K | Directs,4.5,,Fractionnées,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne ●Hémorragies ?",7.7,,"HNF>HBPM, rare sous danaparoide , fondaparinux , argatrobanLES HÉPARINES | Plaquettes < 100 G/L ou diminution de 30% | Antidote : Sulfate de protamine (sauf fondaparinux ) | Fréquence = 5%, HNF>HBPM, complication majeure (surdosage, non respect des",8.0,,"HNF>HBPM, rare sous danaparoide , fondaparinux , argatrobanLES HÉPARINES",7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne ●Hémorragies ?",7.7,,"100 UAH neutralise 100 UI d’héparine | Plaquettes < 100 G/L ou diminution de 30% | HNF>HBPM, rare sous danaparoide , fondaparinux , argatrobanLES HÉPARINES | Antidote : Sulfate de protamine (sauf fondaparinux )",8.0,,100 UAH neutralise 100 UI d’héparine,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_2,"Parmi les propositions suivantes, laquelle concerne ●Hémorragies ?",7.7,,"Plaquettes < 100 G/L ou diminution de 30% | Antidote : Sulfate de protamine (sauf fondaparinux ) | Fréquence = 5%, HNF>HBPM, complication majeure (surdosage, non respect des | 100 UAH neutralise 100 UI d’héparine",8.0,,Plaquettes < 100 G/L ou diminution de 30%,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_3,"Parmi les propositions suivantes, laquelle concerne ●Hémorragies ?",7.7,,"Antidote : Sulfate de protamine (sauf fondaparinux ) | HNF>HBPM, rare sous danaparoide , fondaparinux , argatrobanLES HÉPARINES | 100 UAH neutralise 100 UI d’héparine | Plaquettes < 100 G/L ou diminution de 30%",8.0,,Antidote : Sulfate de protamine (sauf fondaparinux ),7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne ●Hémorragies ?",7.7,,"Première cause d’hospitalisation par iatrogénie : 17 000 | Localisation du saignement très variée, gravité extrême si localisation | 5 000 décès/an | Complication la plus fréquente",7.5,,Première cause d’hospitalisation par iatrogénie : 17 000,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne ●Hémorragies ?",7.7,,"Gastralgies, diarrhées, | Localisation du saignement très variée, gravité extrême si localisation | Complication la plus fréquente | Première cause d’hospitalisation par iatrogénie : 17 000",7.5,,"Gastralgies, diarrhées,",7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_4,"Parmi les propositions suivantes, laquelle concerne ●Hémorragies ?",7.7,,"Complication la plus fréquente | Localisation du saignement très variée, gravité extrême si localisation | Gastralgies, diarrhées, | Première cause d’hospitalisation par iatrogénie : 17 000",7.5,,Complication la plus fréquente,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne ● Médicaments à marge thérapeutique étroite ?",7.7,,Risques liés à automédication | Prendre régulièrement son traitement : VERIFIER OBSERVANCE | Risque hémorragique en cas de surdosage | Risque d’inefficacité en cas de sous -dosage,8.0,,Risques liés à automédication,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne ● Médicaments à marge thérapeutique étroite ?",7.7,,Risque hémorragique en cas de surdosage | Le patient doit connaitre : EDUCATION DU PATIENT INDISPENSABLE | Risques liés à automédication | Risque d’inefficacité en cas de sous -dosage,8.0,,Risque hémorragique en cas de surdosage,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_2,"Parmi les propositions suivantes, laquelle concerne ● Médicaments à marge thérapeutique étroite ?",7.7,,Le patient doit connaitre : EDUCATION DU PATIENT INDISPENSABLE | Risques liés à automédication | Prendre régulièrement son traitement : VERIFIER OBSERVANCE | Risque d’inefficacité en cas de sous -dosage,8.0,,Le patient doit connaitre : EDUCATION DU PATIENT INDISPENSABLE,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_4,"Parmi les propositions suivantes, laquelle concerne ● Médicaments à marge thérapeutique étroite ?",7.7,,Utiliser le carnet de suivi | Indication de son traitement | Prendre régulièrement son traitement : VERIFIER OBSERVANCE | Risques liés à automédication,8.0,,Utiliser le carnet de suivi,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_5,"Parmi les propositions suivantes, laquelle concerne ● Médicaments à marge thérapeutique étroite ?",7.7,,Risque d’inefficacité en cas de sous -dosage | Risque hémorragique en cas de surdosage | Signes annonciateurs de surdosage | Le patient doit connaitre : EDUCATION DU PATIENT INDISPENSABLE,8.0,,Risque d’inefficacité en cas de sous -dosage,7.5,
module_11_3_les_anticoagulants_c_doudet_2025_ifcs_prop_7,"Parmi les propositions suivantes, laquelle concerne ● Médicaments à marge thérapeutique étroite ?",7.7,,Signaler son tttaux autres professionnels de santé | Signes annonciateurs de surdosage | Risques liés à automédication | Utiliser le carnet de suivi,8.0,,Signaler son tttaux autres professionnels de santé,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""➢1900"" ?",7.0,,Organisation de la transfusion | Mise en place de l’ HEMOVIGILANCE | Découverte des groupes sanguins A B O | Sécurité en matière de transfusion sanguine et de médicaments,8.0,,Organisation de la transfusion,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_1,"Quelle est la définition correcte de ""➢Loi de 1952"" ?",7.0,,Organisation de la transfusion | Sécurité en matière de transfusion sanguine et de médicaments | Mise en place de l’ HEMOVIGILANCE | Découverte des groupes sanguins A B O,8.0,,Organisation de la transfusion,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_3,"Quelle est la définition correcte de ""➢Loi du 4 janvier 1993"" ?",7.0,,Découverte des groupes sanguins A B O | Organisation de la transfusion | Sécurité en matière de transfusion sanguine et de médicaments | Mise en place de l’ HEMOVIGILANCE,8.0,,Découverte des groupes sanguins A B O,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_4,"Quelle est la définition correcte de ""➢Décret du 24 janvier 1994"" ?",7.0,,Mise en place de l’ HEMOVIGILANCE | Sécurité en matière de transfusion sanguine et de médicaments | Découverte des groupes sanguins A B O | Organisation de la transfusion,8.0,,Mise en place de l’ HEMOVIGILANCE,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_5,"Quelle est la définition correcte de ""➢Loi du 1 °juillet 1998"" ?",7.0,,Organisation de la transfusion | Découverte des groupes sanguins A B O | Renforcement de la veille sanitaire et du contrôle des produits destinés à l’homme | Sécurité en matière de transfusion sanguine et de médicaments,8.0,,Organisation de la transfusion,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_6,"Quelle est la définition correcte de ""➢En 2000"" ?",7.0,,Organisation de la transfusion | Nationalisation de la transfusion avec la création de l’EFS | Découverte des groupes sanguins A B O | Sécurité en matière de transfusion sanguine et de médicaments,8.0,,Organisation de la transfusion,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""❖Entretien"" ?",7.0,,"Processus d'activation des récepteurs périphériques | recherche, banque de sang rare, etc. | protection du Donneur et du Receveur | Mécanisme d'inhibition de la transmission synaptique",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_1,"Quelle est la définition correcte de ""❖Autres"" ?",7.0,,"Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | protection du Donneur et du Receveur | recherche, banque de sang rare, etc.",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""CGR"" ?",7.0,,Processus d'activation des récepteurs périphériques | Concentré de Globules | Concentré de Plaquettes | Plasma Frais Congelé,8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_1,"Quelle est la définition correcte de ""PFC"" ?",7.0,,Concentré de Globules | Plasma Frais Congelé | Concentré de Plaquettes | Processus d'activation des récepteurs périphériques,8.0,,Concentré de Globules,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_2,"Quelle est la définition correcte de ""CP"" ?",7.0,,Processus d'activation des récepteurs périphériques | Plasma Frais Congelé | Concentré de Globules | Concentré de Plaquettes,8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""Antigènes du système ABO"" ?",7.0,,immunoglobulines qui reconnaissent spécifiquement un Antigène | Antigène / Anticorps | Processus d'activation des récepteurs périphériques | structures moléculaires capables d’induire une réponse immunitaire,7.5,,immunoglobulines qui reconnaissent spécifiquement un Antigène,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_1,"Quelle est la définition correcte de ""Anticorps du système ABO"" ?",7.0,,immunoglobulines qui reconnaissent spécifiquement un Antigène | structures moléculaires capables d’induire une réponse immunitaire | Antigène / Anticorps | Processus d'activation des récepteurs périphériques,7.5,,immunoglobulines qui reconnaissent spécifiquement un Antigène,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_2,"Quelle est la définition correcte de ""LesAnticorps circulent dans le plasmaImmuno -hématologie"" ?",7.0,,Processus d'activation des récepteurs périphériques | immunoglobulines qui reconnaissent spécifiquement un Antigène | Antigène / Anticorps | structures moléculaires capables d’induire une réponse immunitaire,7.5,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_1,"Quelle est la définition correcte de ""MCP"" ?",7.0,,Processus d'activation des récepteurs périphériques | concentré plaquettes aphérèse | mélange concentré plaquettes | Mécanisme d'inhibition de la transmission synaptique,8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_2,"Quelle est la définition correcte de ""CPA"" ?",7.0,,Processus d'activation des récepteurs périphériques | mélange concentré plaquettes | Mécanisme d'inhibition de la transmission synaptique | concentré plaquettes aphérèse,8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_1,"Quelle est la définition correcte de ""Système Rhésus"" ?",7.0,,Mécanisme d'inhibition de la transmission synaptique | 5 antigènes principaux | apparition d’ Ac irréguliers | Processus d'activation des récepteurs périphériques,8.0,,Mécanisme d'inhibition de la transmission synaptique,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_4,"Quelle est la définition correcte de ""responsables de la majorité des immunisations"" ?",7.0,,5 antigènes principaux | Processus d'activation des récepteurs périphériques | apparition d’ Ac irréguliers | Mécanisme d'inhibition de la transmission synaptique,8.0,,5 antigènes principaux,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""GROUPAGE SANGUIN"" ?",7.0,,Phénotypage Erythrocytaire ABO | Mécanisme d'inhibition de la transmission synaptique | Régulation de l'homéostasie cellulaire | Processus d'activation des récepteurs périphériques,8.0,,Phénotypage Erythrocytaire ABO,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""ou RAS ou constantes à T0 Traçabilité"" ?",7.0,,Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | Juste après avoir commencé à transfuser | Processus d'activation des récepteurs périphériques,8.0,,Régulation de l'homéostasie cellulaire,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""Effet Indésirable RECEVEUR Retardé"" ?",7.0,,"Processus d'activation des récepteurs périphériques | apparition d’anticorps irréguliers,... | Mécanisme d'inhibition de la transmission synaptique | Régulation de l'homéostasie cellulaire",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""du cercleLaver"" ?",7.0,,Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | remplir entièrement | Processus d'activation des récepteurs périphériques,8.0,,Régulation de l'homéostasie cellulaire,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_0,"Quelle est la définition correcte de ""O"" ?",7.0,,absence d’agglutination ou | présence d’agglutination ou | absence d’antigène | réaction positiveInterpréter,8.0,,absence d’agglutination ou,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_def_2,"Quelle est la définition correcte de ""X"" ?",7.0,,absence d’antigène | réaction positiveInterpréter | absence d’agglutination ou | présence d’agglutination ou,8.0,,absence d’antigène,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_ci_0,"Parmi les propositions suivantes, laquelle est une contre-indication ?",8.0,,"Application des règles de sécurité transfusionnelle : protocoles, bonnes pratiques de | L’historique, l’utilisation et la localisation d’un PSL à toutes les étapes de préparation, de | Traçabilité des PSL, information et suivi du patient transfusé dans l’ES | Le receveur auquel il a été administréMissions de l’Hémovigilance :",8.0,,"Application des règles de sécurité transfusionnelle : protocoles, bonnes pratiques de",7.5,
module_12_hemovigilence_preparation_concours_iade_2025_ci_1,"Parmi les propositions suivantes, laquelle est une contre-indication ?",8.0,,"L’historique, l’utilisation et la localisation d’un PSL à toutes les étapes de préparation, de | Traçabilité des PSL, information et suivi du patient transfusé dans l’ES | Application des règles de sécurité transfusionnelle : protocoles, bonnes pratiques de | Le receveur auquel il a été administréMissions de l’Hémovigilance :",8.0,,"L’historique, l’utilisation et la localisation d’un PSL à toutes les étapes de préparation, de",7.5,
module_12_hemovigilence_preparation_concours_iade_2025_ci_4,"Parmi les propositions suivantes, laquelle est une contre-indication ?",8.0,,"Traçabilité des PSL, information et suivi du patient transfusé dans l’ES | Le receveur auquel il a été administréMissions de l’Hémovigilance : | L’historique, l’utilisation et la localisation d’un PSL à toutes les étapes de préparation, de | Déclaration des Effets Indésirables Receveur à l’ ANSM -FEIR (Fiche Effet Indésirable Receveur)",8.0,,"Traçabilité des PSL, information et suivi du patient transfusé dans l’ES",7.5,
module_12_hemovigilence_preparation_concours_iade_2025_anat_3,"Quelle structure est responsable de : ""Antigène / Anticorps"" ?",7.5,,Antigènes du système ABO | hématologie | Anticorps du système ABO,8.0,,Antigènes du système ABO,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_prop_0,"Parmi les propositions suivantes, laquelle concerne ❖La chaîne transfusionnelle ?",7.7,,La commande de PSL et le transport | Le groupe sanguin et la RAI | L’acte transfusionnel | La réception et les vérifications,8.0,,La commande de PSL et le transport,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_prop_1,"Parmi les propositions suivantes, laquelle concerne ❖La chaîne transfusionnelle ?",7.7,,Le groupe sanguin et la RAI | L’acte transfusionnel | La réception et les vérifications | La commande de PSL et le transport,8.0,,Le groupe sanguin et la RAI,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_prop_3,"Parmi les propositions suivantes, laquelle concerne ❖La chaîne transfusionnelle ?",7.7,,L’acte transfusionnel | La réception et les vérifications | Le groupe sanguin et la RAI | La commande de PSL et le transport,8.0,,L’acte transfusionnel,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_prop_0,"Parmi les propositions suivantes, laquelle concerne L’Hémovigilance a pour objet l'ensemble des procéd ?",7.7,,"Le receveur auquel il a été administréMissions de l’Hémovigilance : | Traçabilité des PSL, information et suivi du patient transfusé dans l’ES | Gestion des risques | Conseil et communication avec les unités de soins",7.5,,Le receveur auquel il a été administréMissions de l’Hémovigilance :,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_prop_1,"Parmi les propositions suivantes, laquelle concerne L’Hémovigilance a pour objet l'ensemble des procéd ?",7.7,,"Conseil et communication avec les unités de soins | Gestion des risques | Traçabilité des PSL, information et suivi du patient transfusé dans l’ES | Le receveur auquel il a été administréMissions de l’Hémovigilance :",7.5,,Conseil et communication avec les unités de soins,7.5,
module_12_hemovigilence_preparation_concours_iade_2025_prop_2,"Parmi les propositions suivantes, laquelle concerne L’Hémovigilance a pour objet l'ensemble des procéd ?",7.7,,"Formation, etc. | Gestion des risques | Conseil et communication avec les unités de soins | Traçabilité des PSL, information et suivi du patient transfusé dans l’ES",7.5,,"Formation, etc.",7.5,
module_12_hemovigilence_preparation_concours_iade_2025_prop_3,"Parmi les propositions suivantes, laquelle concerne L’Hémovigilance a pour objet l'ensemble des procéd ?",7.7,,"Gestion des risques | Formation, etc. | Conseil et communication avec les unités de soins | Traçabilité des PSL, information et suivi du patient transfusé dans l’ES",7.5,,Gestion des risques,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""– SpO2%"" ?",7.0,,130 réguliers | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques | 86 % sous 5L/min Masque hte[C],7.5,,130 réguliers,7.5,
module_13_ira_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""– Pouls régulier, bien frappé"" ?",7.0,,Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques | 130 réguliers | 86 % sous 5L/min Masque hte[C],7.5,,Mécanisme d'inhibition de la transmission synaptique,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""• Prise en charge au SAU(1)"" ?",7.0,,Installer/examiner | Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | retrait CE visible (prothèse dentaire+++).,8.0,,Installer/examiner,7.5,
module_13_ira_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""– VAS"" ?",7.0,,retrait CE visible (prothèse dentaire+++). | Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | Installer/examiner,8.0,,retrait CE visible (prothèse dentaire+++).,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""–Bruits surajoutés"" ?",7.0,,"grésillement laryngé, Inspiratoire | cyanose, parle peu. | balancement thoraco abdo, | agitation physique et psychique.",8.0,,"grésillement laryngé, Inspiratoire",7.5,
module_13_ira_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""• Signe hypoxie"" ?",7.0,,"grésillement laryngé, Inspiratoire | agitation physique et psychique. | cyanose, parle peu. | balancement thoraco abdo,",8.0,,"grésillement laryngé, Inspiratoire",7.5,
module_13_ira_prepa_eiade_2020_def_2,"Quelle est la définition correcte de ""• Signe hypercapnie"" ?",7.0,,"cyanose, parle peu. | balancement thoraco abdo, | agitation physique et psychique. | grésillement laryngé, Inspiratoire",8.0,,"cyanose, parle peu.",7.5,
module_13_ira_prepa_eiade_2020_def_3,"Quelle est la définition correcte de ""–Orientation étiologique"" ?",7.0,,"balancement thoraco abdo, | cyanose, parle peu. | agitation physique et psychique. | grésillement laryngé, Inspiratoire",8.0,,"balancement thoraco abdo,",7.5,
module_13_ira_prepa_eiade_2020_def_3,"Quelle est la définition correcte de ""DRA"" ?",7.0,,Incapacité du système respiratoire d’assurer des | défaut d’oxgénation du sg associé ou non à un défaut | Processus d'activation des récepteurs périphériques | ↓ PaO2 +/- ↑ PaCO2,8.0,,Incapacité du système respiratoire d’assurer des,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""• Hypoxémie"" ?",7.0,,IR au niveau sanguin | IR au niveau cellulaire secondaire | dite hypoxie de stase | dite hypoxie cytotoxique.,8.0,,IR au niveau sanguin,7.5,
module_13_ira_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""• Hypoxie"" ?",7.0,,dite hypoxie cytotoxique. | dite hypoxie de stase | IR au niveau sanguin | IR au niveau cellulaire secondaire,8.0,,dite hypoxie cytotoxique.,7.5,
module_13_ira_prepa_eiade_2020_def_3,"Quelle est la définition correcte de ""cardiogéniq)"" ?",7.0,,dite hypoxie de stase | IR au niveau sanguin | dite hypoxie cytotoxique. | IR au niveau cellulaire secondaire,8.0,,dite hypoxie de stase,7.5,
module_13_ira_prepa_eiade_2020_def_6,"Quelle est la définition correcte de ""Cya)"" ?",7.0,,IR au niveau cellulaire secondaire | IR au niveau sanguin | dite hypoxie de stase | dite hypoxie cytotoxique.,8.0,,IR au niveau cellulaire secondaire,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""Clinique"" ?",7.0,,Insuffisance respiratoire aiguë IRC | Processus d'activation des récepteurs périphériques | Témoin d’une du travail respiratoire (fatigue des muscles respiratoires) | Mécanisme d'inhibition de la transmission synaptique,8.0,,Insuffisance respiratoire aiguë IRC,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""– Tirage"" ?",7.0,,mise en jeu des muscles accessoires | Processus d'activation des récepteurs périphériques | tachypnée (FR>30 | cyanose (Hb réduite > 5 g/dl),7.5,,mise en jeu des muscles accessoires,7.5,
module_13_ira_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""– Fatigue de muscles ventilatoires"" ?",7.0,,cyanose (Hb réduite > 5 g/dl) | mise en jeu des muscles accessoires | Processus d'activation des récepteurs périphériques | tachypnée (FR>30,7.5,,cyanose (Hb réduite > 5 g/dl),7.5,
module_13_ira_prepa_eiade_2020_def_2,"Quelle est la définition correcte de ""– Hypoxie"" ?",7.0,,Processus d'activation des récepteurs périphériques | cyanose (Hb réduite > 5 g/dl) | tachypnée (FR>30 | mise en jeu des muscles accessoires,7.5,,Processus d'activation des récepteurs périphériques,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""– Contexte infectieux"" ?",7.0,,"HbCO, cyanures. | ECG, ddimères, scanner, | NFSpl, Hémocult ae+anae | RP (mauvaise qualité brancard )",8.0,,"HbCO, cyanures.",7.5,
module_13_ira_prepa_eiade_2020_def_2,"Quelle est la définition correcte de ""– Contexte EP"" ?",7.0,,"ECG, ddimères, scanner, | RP (mauvaise qualité brancard ) | HbCO, cyanures. | NFSpl, Hémocult ae+anae",8.0,,"ECG, ddimères, scanner,",7.5,
module_13_ira_prepa_eiade_2020_def_3,"Quelle est la définition correcte de ""– Contexte d’intoxication"" ?",7.0,,"ECG, ddimères, scanner, | HbCO, cyanures. | RP (mauvaise qualité brancard ) | NFSpl, Hémocult ae+anae",8.0,,"ECG, ddimères, scanner,",7.5,
module_13_ira_prepa_eiade_2020_def_4,"Quelle est la définition correcte de ""– Pour tous"" ?",7.0,,"HbCO, cyanures. | RP (mauvaise qualité brancard ) | ECG, ddimères, scanner, | NFSpl, Hémocult ae+anae",8.0,,"HbCO, cyanures.",7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""- A l’inverse"" ?",7.0,,Pneumothorax suffocant | Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | exsufflation à l’aiguille si urgence vitale,8.0,,Pneumothorax suffocant,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""Voie aérienne supérieure"" ?",7.0,,"Processus d'activation des récepteurs périphériques | épiglottite, tumeur laryngo-trachéale, | Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_13_ira_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""Adapter O2aux Gaz du sang"" ?",7.0,,Mécanisme d'inhibition de la transmission synaptique | attention à l’hypercapnie ++ | Régulation de l'homéostasie cellulaire | Processus d'activation des récepteurs périphériques,8.0,,Mécanisme d'inhibition de la transmission synaptique,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_0,"Quelle est la définition correcte de ""» Organisme"" ?",7.0,,libération de gaz carbonique et d'eau. | Immunoglobulines À / macrophages | Consommation d'énergie. | Processus d'activation des récepteurs périphériques,8.0,,libération de gaz carbonique et d'eau.,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_1,"Quelle est la définition correcte de ""+oxygène"" ?",7.0,,Immunoglobulines À / macrophages | libération de gaz carbonique et d'eau. | Processus d'activation des récepteurs périphériques | Consommation d'énergie.,8.0,,Immunoglobulines À / macrophages,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_2,"Quelle est la définition correcte de ""immunologique local"" ?",7.0,,Consommation d'énergie. | libération de gaz carbonique et d'eau. | Processus d'activation des récepteurs périphériques | Immunoglobulines À / macrophages,8.0,,Consommation d'énergie.,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_0,"Quelle est la définition correcte de ""“ Fonction sphinctérienne"" ?",7.0,,barrière de protection pour | Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques,8.0,,barrière de protection pour,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_0,"Quelle est la définition correcte de ""‘Espace mort +++"" ?",7.0,,150 à 200 m | Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques,7.5,,150 à 200 m,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_0,"Quelle est la définition correcte de ""Lobe inférieur SX “"" ?",7.0,,Processus d'activation des récepteurs périphériques | Lobe inférieur | Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique,7.5,,Processus d'activation des récepteurs périphériques,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_0,"Quelle est la définition correcte de ""Surface totale"" ?",7.0,,paroi musculaire | petits sacs recouverts de | terrain de tennis | lobule pulmonaire,8.0,,paroi musculaire,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_1,"Quelle est la définition correcte de ""Bronchioles"" ?",7.0,,paroi musculaire | lobule pulmonaire | petits sacs recouverts de | terrain de tennis,8.0,,paroi musculaire,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_2,"Quelle est la définition correcte de ""puimonaires Alvéoles"" ?",7.0,,petits sacs recouverts de | terrain de tennis | paroi musculaire | lobule pulmonaire,8.0,,petits sacs recouverts de,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_3,"Quelle est la définition correcte de ""5 alvéoles"" ?",7.0,,petits sacs recouverts de | lobule pulmonaire | terrain de tennis | paroi musculaire,8.0,,petits sacs recouverts de,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_0,"Quelle est la définition correcte de ""- Bradypnée"" ?",7.0,,trouble du rythme respiratoire. | diminution de la FR | Processus d'activation des récepteurs périphériques | augmentation de la FR,8.0,,trouble du rythme respiratoire.,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_1,"Quelle est la définition correcte de ""- Tachypnée / polypnée"" ?",7.0,,augmentation de la FR | diminution de la FR | trouble du rythme respiratoire. | Processus d'activation des récepteurs périphériques,8.0,,augmentation de la FR,7.5,
module_149427_anatomie_physiologie_respiratoire_pre_pa_iade_pyc_2018_def_2,"Quelle est la définition correcte de ""- Dyspnée"" ?",7.0,,diminution de la FR | trouble du rythme respiratoire. | augmentation de la FR | Processus d'activation des récepteurs périphériques,8.0,,diminution de la FR,7.5,
